Name,Id,NFLTeam,MFLTeam,MFLTeamID,Roster,ContractYear,Salary,Position,ByeWeek,PreviousScores,ProjectedScores,Age,Weight,Height,College,DraftRound,DraftPick,DraftYear,Twitter,ADP,FantasyProsRanking
"Fales, David",11835,NYJ,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Enunwa, Quincy",11850,NYJ,,0,False,,3.43,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Gilbert, Garrett",11854,CLE,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Williams, Damien",11886,KCC,,0,False,,8.33,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Wilson, Albert",11890,MIA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Fluellen, David",11894,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Hurns, Allen",11925,MIA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Fowler, Bennie",11931,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Boswell, Chris",11936,PIT,,0,False,,4.65,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Thielen, Adam",11938,MIN,,0,False,2020,17,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Santos, Cairo",11945,FA,,0,False,,4.11,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"McManus, Brandon",11947,DEN,,0,False,,4.59,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Snead, Willie",11951,BAL,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Inman, Dontrelle",11957,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Perry, Senorise",11964,TEN,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Parkey, Cody",11966,FA,,0,False,,2.39,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Gabriel, Taylor",11975,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Smith, Keith",12040,ATL,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"West, Charcandrick",12098,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Brate, Cameron",12110,TBB,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Simonson, Scott",12138,FA,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Winston, Jameis",12140,NOS,,0,False,,11.69,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Mariota, Marcus",12141,LVR,,0,False,,8.52,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Hundley, Brett",12142,ARI,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Mannion, Sean",12145,MIN,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Gurley, Todd",12150,ATL,,0,False,2020,8.79,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Gordon, Melvin",12151,DEN,,0,False,,8.21,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Coleman, Tevin",12152,SFO,,0,False,,6.04,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Yeldon, T.J.",12153,BUF,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Ajayi, Jay",12154,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Abdullah, Ameer",12155,MIN,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Johnson, Duke",12157,HOU,,0,False,,5.44,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Allen, Javorius",12159,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Artis-Payne, Cameron",12161,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Davis, Mike",12164,CAR,,0,False,,2.15,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Rawls, Thomas",12169,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Johnson, David",12171,HOU,,0,False,2020,29,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Cooper, Amari",12175,DAL,,0,False,2020,9,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Parker, DeVante",12176,MIA,,0,False,,4.13,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"White, Kevin",12177,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Strong, Jaelen",12179,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Agholor, Nelson",12181,LVR,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Smith, Devin",12182,DAL,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Crowder, Jamison",12184,NYJ,,0,False,,4.48,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Hardy, Justin",12185,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Diggs, Stefon",12186,BUF,,0,False,2021,11,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Lockett, Tyler",12187,SEA,,0,False,,7.37,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Dorsett, Phillip",12188,SEA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Perriman, Breshad",12197,NYJ,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Funchess, Devin",12205,GBP,,0,False,,4.26,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Williams, Maxx",12206,ARI,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"O'Leary, Nick",12207,FA,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Heuerman, Jeff",12208,DEN,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Koyack, Ben",12209,FA,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Walford, Clive",12210,FA,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"James, Jesse",12211,DET,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Kroft, Tyler",12212,BUF,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Bell, Blake",12213,DAL,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Conley, Chris",12257,JAC,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Montgomery, Ty",12261,NOS,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Waller, Darren",12263,LVR,,0,False,,2.33,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Zenner, Zach",12264,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Pruitt, MyCole",12309,TEN,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Uzomah, C.J.",12317,CIN,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Nelson, J.J.",12319,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Burton, Michael",12325,NOS,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Boyle, Nick",12328,BAL,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"O'Shaughnessy, James",12330,JAC,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Davis, Geremy",12338,DET,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Murphy, Marcus",12367,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Swaim, Geoff",12378,FA,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Siemian, Trevor",12381,FA,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Brown, Malcolm",12386,LAR,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Williams, Tyrell",12391,LVR,,0,False,,4.1,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Carter, DeAndre",12394,HOU,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Grant, Corey",12402,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Lambo, Josh",12417,JAC,,0,False,,4.42,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"White, DeAndrew",12429,CAR,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Myers, Jason",12437,SEA,,0,False,,4.9,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Kumerow, Jake",12443,GBP,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Smith, Rod",12444,LVR,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Mostert, Raheem",12447,SFO,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Byrd, Damiere",12464,NEP,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Meredith, Cameron",12465,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Roberts, Seth",12471,CAR,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Lee, Khari",12479,ATL,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Humphries, Adam",12505,TEN,,0,False,,3.64,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Brown, Daniel",12585,NYJ,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Jennings, Darius",12586,LAC,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"LaCosse, Matt",12596,NEP,,0,False,,1.84,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Winchester, James",12608,KCC,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Wentz, Carson",12610,PHI,,0,False,,16.13,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Goff, Jared",12611,LAR,,0,False,,13.77,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Lynch, Paxton",12612,PIT,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Jones, Cardale",12615,FA,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Brissett, Jacoby",12616,IND,,0,False,,8.09,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Kessler, Cody",12617,FA,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Prescott, Dak",12620,DAL,,0,False,,15.62,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Allen, Brandon",12621,FA,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Driskel, Jeff",12623,DEN,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Elliott, Ezekiel",12625,DAL,,0,False,2019,13.41,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Henry, Derrick",12626,TEN,,0,False,,7.31,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Prosise, C.J.",12627,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Collins, Alex",12628,FA,,0,False,,7.64,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Booker, Devontae",12629,LVR,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Drake, Kenyan",12630,ARI,,0,False,2021,7.5,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Perkins, Paul",12631,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Dixon, Kenneth",12632,NYJ,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Howard, Jordan",12634,MIA,,0,False,,4.63,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Williams, Jonathan",12635,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Smallwood, Wendell",12636,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Barber, Peyton",12637,WAS,,0,False,,3.84,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Ervin, Tyler",12639,GBP,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Ferguson, Josh",12640,WAS,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Treadwell, Laquon",12645,ATL,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Coleman, Corey",12646,NYG,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Fuller, Will",12647,HOU,,0,False,,6.14,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Doctson, Josh",12648,NYJ,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Boyd, Tyler",12650,CIN,,0,False,,7.13,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Miller, Braxton",12651,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Thomas, Michael",12652,NOS,,0,False,2020,21,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Higgins, Rashard",12656,CLE,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Sharpe, Tajae",12657,MIN,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Shepard, Sterling",12658,NYG,,0,False,,5.28,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Cooper, Pharoh",12660,CAR,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Allison, Geronimo",12665,DET,,0,False,,4.74,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Williams, Duke",12667,BUF,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Peake, Charone",12673,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Thomas, Mike",12675,CIN,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Henry, Hunter",12676,LAC,,0,False,,6.08,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Hooper, Austin",12677,CLE,,0,False,,4.78,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Higbee, Tyler",12678,LAR,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Vannett, Nick",12680,DEN,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Adams, Jerell",12681,FA,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Perkins, Joshua",12685,PHI,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Rogers, Eli",12731,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Moore, Chris",12773,BAL,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Robinson, Demarcus",12785,KCC,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"DeValve, Seth",12792,FA,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Davis, Trevor",12800,CHI,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Hill, Tyreek",12801,KCC,,0,False,2019,7,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Janovich, Andy",12806,CLE,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Grant, Jakeem",12814,MIA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Sudfeld, Nate",12815,PHI,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Rudock, Jake",12819,MIA,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Vitale, Dan",12822,NEP,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Watt, Derek",12823,PIT,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Core, Cody",12824,NYG,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Jackson, Darius",12832,IND,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Gathers, Rico",12833,FA,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Washington, Dwayne",12845,NOS,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Washington, DeAndre",12857,KCC,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Anderson, Stephen",12859,LAC,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Fairbairn, Ka'imi",12860,HOU,,0,False,,5.46,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Braunecker, Ben",12868,CHI,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Foster, D.J.",12871,ARI,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Jones, Andy",12873,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Kelley, Rob",12887,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Jones, Tevin",12890,DAL,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Travis, Ross",12898,NYJ,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Richard, Jalen",12912,LVR,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Erickson, Alex",12913,CIN,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Holton, Johnny",12916,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Harris, Maurice",12917,NOS,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Ham, C.J.",12923,MIN,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Pope, Troymaine",12929,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Anderson, Robby",12930,CAR,,0,False,,6.98,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Rogers, Chester",12934,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Manhertz, Chris",12955,CAR,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Lutz, Wil",12956,NOS,,0,False,,5.53,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Lengel, Matt",13044,IND,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Carson, Tra",13057,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Tomlinson, Eric",13065,NYG,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Raymond, Kalif",13066,TEN,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"McKissic, J.D.",13108,WAS,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Watson, Deshaun",13113,HOU,,0,False,2021,10,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Kizer, DeShone",13114,FA,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Trubisky, Mitchell",13115,CHI,,0,False,,12.06,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Mahomes, Patrick",13116,KCC,,0,False,2021,27,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Dobbs, Joshua",13119,JAC,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Webb, Davis",13120,BUF,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Kelly, Chad",13121,IND,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Rush, Cooper",13124,NYG,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Beathard, C.J.",13125,SFO,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Peterman, Nathan",13127,LVR,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Cook, Dalvin",13128,MIN,,0,False,2020,7.31,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Fournette, Leonard",13129,JAC,,0,False,2020,9.13,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"McCaffrey, Christian",13130,CAR,,0,False,2020,7.64,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Mixon, Joe",13131,CIN,,0,False,2020,18,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Kamara, Alvin",13132,NOS,,0,False,2020,26,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Perine, Samaje",13133,CIN,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Foreman, D'Onta",13134,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Gallman, Wayne",13135,NYG,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Clement, Corey",13136,PHI,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Hunt, Kareem",13138,CLE,,0,False,,2.84,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Williams, Jamaal",13139,GBP,,0,False,,2.38,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Dayes, Matthew",13140,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Logan, T.J.",13142,TBB,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"McNichols, Jeremy",13143,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"McGuire, Elijah",13144,KCC,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Conner, James",13146,PIT,,0,False,2020,28,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Ogunbowale, Dare",13148,TBB,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Davis, Corey",13153,TEN,,0,False,,5.46,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Williams, Mike",13154,LAC,,0,False,,6.8,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Ross, John",13155,CIN,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Smith-Schuster, JuJu",13156,PIT,,0,False,2020,21.99,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Samuel, Curtis",13157,CAR,,0,False,,5.86,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Westbrook, Dede",13158,JAC,,0,False,,5.84,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Scott, Artavis",13161,IND,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Ford, Isaiah",13162,MIA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Godwin, Chris",13163,TBB,,0,False,,8.16,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Kupp, Cooper",13164,LAR,,0,False,,6.64,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Switzer, Ryan",13165,PIT,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Darboh, Amara",13166,PIT,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Taylor, Taywan",13167,CLE,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Reynolds, Josh",13168,LAR,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Chesson, Jehu",13169,NYJ,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Gibson, Shelton",13170,PHI,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Brown, Noah",13172,DAL,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Jones, Zay",13176,LVR,,0,False,,3.51,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Dieter, Gehrig",13179,KCC,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Hansen, Chad",13183,HOU,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Howard, O.J.",13188,TBB,,0,False,,6.82,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Engram, Evan",13189,NYG,,0,False,,6.38,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Butt, Jake",13190,DEN,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Njoku, David",13192,CLE,,0,False,,4.48,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Smith, Jonnu",13193,TEN,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Sprinkle, Jeremy",13194,WAS,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Leggett, Jordan",13195,TBB,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Roberts, Michael",13197,MIA,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Mack, Marlon",13234,IND,,0,False,,7.5,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Malone, Josh",13235,NYJ,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Everett, Gerald",13236,LAR,,0,False,,2.33,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Davis, Robert",13238,PHI,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Penny, Elijhaa",13239,NYG,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Hill, Brian",13240,ATL,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Rosas, Aldrick",13241,NYG,,0,False,,4.71,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Alie-Cox, Mo",13246,IND,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Shaheen, Adam",13254,CHI,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Golladay, Kenny",13277,DET,,0,False,,7.5,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Williams, Chad",13280,IND,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
